"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1545512","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Three Mile Bay","43.2367","-76.03785","reported","Accurate","Oneida","04140202","2013","9","25","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545513","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Dutchman I","43.17098","-75.91296","reported","Accurate","Oneida","04140202","2013","9","25","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545514","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2013 30-10","43.19358","-75.94819","reported","Accurate","Oneida","04140202","2013","10","30","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545508","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Cleveland","43.22713","-75.88522","reported","Accurate","Oneida","04140202","2013","10","14","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545509","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - 2013 25-10","43.17784","-75.92497","reported","Accurate","Oneida","04140202","2013","10","30","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545461","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Shack Soft 30","43.17923","-75.92612","reported","Accurate","Oneida","04140202","2011","10","24","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545494","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Sand Deep","43.17837","-75.9277","reported","Accurate","Oneida","04140202","2012","9","25","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545506","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Damon Point","43.18315","-75.95667","reported","Accurate","Oneida","04140202","2013","10","3","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545417","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Soft Mid","43.17807","-75.92848","reported","Accurate","Oneida","04140202","2009","9","25","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545418","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Hard Shallow","43.20592","-75.9363","reported","Accurate","Oneida","04140202","2009","9","23","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545419","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Shackelton Point","43.17725","-75.93156","reported","Accurate","Oneida","04140202","2009","9","25","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545420","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Wantry Island","43.22312","-76.01221","reported","Accurate","Oneida","04140202","2009","9","14","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545421","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Dunham Island","43.21213","-76.03228","reported","Accurate","Oneida","04140202","2009","9","14","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545422","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Three Mile Bay","43.2367","-76.03785","reported","Accurate","Oneida","04140202","2009","9","14","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545463","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Shack Soft 35","43.17985","-75.92486","reported","Accurate","Oneida","04140202","2011","10","24","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545464","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Three Mile Bay","43.2367","-76.03785","reported","Accurate","Oneida","04140202","2011","11","4","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545465","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Shack Soft 25","43.17873","-75.92702","reported","Accurate","Oneida","04140202","2011","10","24","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545466","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NY","Oswego","Oneida Lake - Soft Deep","43.17837","-75.9277","reported","Accurate","Oneida","04140202","2011","11","4","established","","Literature","","","Freshwater","32963","Journal Article","2019","Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, and J.R. Jackson","Invader invaded: population dynamics of zebra mussels&nbsp;(<em>Dreissena polymorpha</em>) and quagga mussels (<em>Dreissena&nbsp;rostriformis bugensis</em>) in polymictic Oneida Lake, NY, USA&nbsp;(1992&ndash;2013)","","","33097","Database","2019","Rudstam, L.G.","Lakewide zebra and quagga mussel summary, Oneida Lake, New York, 1992 to present","Knowledge Network for Biocomplexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
